acronym,name,classification,formula,bands,polarizations,constants,external_variables,reductions,source,contributor,date_of_addition
NSDS,Normalized Shortwave Infrared Difference Soil-Moisture,"{'application_domain': 'soil', 'family': None, 'sensing_modalities': ['multispectral']}",(S1 - S2)/(S1 + S2),"['S1', 'S2']",[],{},{},{},"{'source_companions': ['MBI'], 'source_link': 'https://doi.org/10.3390/land10030231', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Can Trong Nguyen', 'Amnat Chidthaisong', 'Phan Kieu Diem', 'Lian-Zhi Huo'], 'citations_metrics': {'citation_count': 229, 'date': '2026-08-18', 'overall': {'percentile': 48.56, 'percentile_similar_age': 82.46, 'rank': 163, 'rank_similar_age': 12}, 'similar_age_count': 57, 'within_application_domain': {'percentile': 94.12, 'percentile_similar_age': 100.0, 'rank': 3, 'rank_similar_age': 2}}, 'how_to_cite': {'apa': 'Can Trong Nguyen, Amnat Chidthaisong, Phan Kieu Diem, & Lian-Zhi Huo (2021). A Modified Bare Soil Index to Identify Bare Land Features during Agricultural Fallow-Period in Southeast Asia Using Landsat 8. Land, 10(3). https://doi.org/10.3390/land10030231', 'bibtex': 'ASI_MBI'}, 'issue': '3', 'journal': 'Land', 'source': 'crossref', 'title': 'A Modified Bare Soil Index to Identify Bare Land Features during Agricultural Fallow-Period in Southeast Asia Using Landsat 8', 'type': 'article', 'volume': '10', 'year': 2021}}",https://github.com/davemlz,2022-04-18
NSDSI1,Normalized Shortwave-Infrared Difference Bare Soil Moisture Index 1,"{'application_domain': 'soil', 'family': None, 'sensing_modalities': ['multispectral']}",(S1-S2)/S1,"['S1', 'S2']",[],{},{},{},"{'source_companions': ['NSDSI2', 'NSDSI3'], 'source_link': 'https://doi.org/10.1016/j.isprsjprs.2019.06.012', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Jibo Yue', 'Jia Tian', 'Qingjiu Tian', 'Kaijian Xu', 'Nianxu Xu'], 'citations_metrics': {'citation_count': 143, 'date': '2026-08-18', 'overall': {'percentile': 35.14, 'percentile_similar_age': 60.29, 'rank': 204, 'rank_similar_age': 28}, 'similar_age_count': 68, 'within_application_domain': {'percentile': 58.82, 'percentile_similar_age': 62.5, 'rank': 8, 'rank_similar_age': 4}}, 'how_to_cite': {'apa': 'Jibo Yue, Jia Tian, Qingjiu Tian, Kaijian Xu, & Nianxu Xu (2019). Development of soil moisture indices from differences in water absorption between shortwave-infrared bands. ISPRS Journal of Photogrammetry and Remote Sensing, 154. https://doi.org/10.1016/j.isprsjprs.2019.06.012', 'bibtex': 'ASI_NSDSI1'}, 'journal': 'ISPRS Journal of Photogrammetry and Remote Sensing', 'source': 'crossref', 'title': 'Development of soil moisture indices from differences in water absorption between shortwave-infrared bands', 'type': 'article', 'volume': '154', 'year': 2019}}",https://github.com/CvenGeo,2022-10-03
NSDSI2,Normalized Shortwave-Infrared Difference Bare Soil Moisture Index 2,"{'application_domain': 'soil', 'family': None, 'sensing_modalities': ['multispectral']}",(S1-S2)/S2,"['S1', 'S2']",[],{},{},{},"{'source_companions': ['NSDSI1', 'NSDSI3'], 'source_link': 'https://doi.org/10.1016/j.isprsjprs.2019.06.012', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Jibo Yue', 'Jia Tian', 'Qingjiu Tian', 'Kaijian Xu', 'Nianxu Xu'], 'citations_metrics': {'citation_count': 143, 'date': '2026-08-18', 'overall': {'percentile': 35.14, 'percentile_similar_age': 60.29, 'rank': 205, 'rank_similar_age': 29}, 'similar_age_count': 68, 'within_application_domain': {'percentile': 58.82, 'percentile_similar_age': 62.5, 'rank': 9, 'rank_similar_age': 5}}, 'how_to_cite': {'apa': 'Jibo Yue, Jia Tian, Qingjiu Tian, Kaijian Xu, & Nianxu Xu (2019). Development of soil moisture indices from differences in water absorption between shortwave-infrared bands. ISPRS Journal of Photogrammetry and Remote Sensing, 154. https://doi.org/10.1016/j.isprsjprs.2019.06.012', 'bibtex': 'ASI_NSDSI1'}, 'journal': 'ISPRS Journal of Photogrammetry and Remote Sensing', 'source': 'crossref', 'title': 'Development of soil moisture indices from differences in water absorption between shortwave-infrared bands', 'type': 'article', 'volume': '154', 'year': 2019}}",https://github.com/CvenGeo,2022-10-03
NSDSI3,Normalized Shortwave-Infrared Difference Bare Soil Moisture Index 3,"{'application_domain': 'soil', 'family': None, 'sensing_modalities': ['multispectral']}",(S1-S2)/(S1+S2),"['S1', 'S2']",[],{},{},{},"{'source_companions': ['NSDSI1', 'NSDSI2'], 'source_link': 'https://doi.org/10.1016/j.isprsjprs.2019.06.012', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Jibo Yue', 'Jia Tian', 'Qingjiu Tian', 'Kaijian Xu', 'Nianxu Xu'], 'citations_metrics': {'citation_count': 143, 'date': '2026-08-18', 'overall': {'percentile': 35.14, 'percentile_similar_age': 60.29, 'rank': 206, 'rank_similar_age': 30}, 'similar_age_count': 68, 'within_application_domain': {'percentile': 58.82, 'percentile_similar_age': 62.5, 'rank': 10, 'rank_similar_age': 6}}, 'how_to_cite': {'apa': 'Jibo Yue, Jia Tian, Qingjiu Tian, Kaijian Xu, & Nianxu Xu (2019). Development of soil moisture indices from differences in water absorption between shortwave-infrared bands. ISPRS Journal of Photogrammetry and Remote Sensing, 154. https://doi.org/10.1016/j.isprsjprs.2019.06.012', 'bibtex': 'ASI_NSDSI1'}, 'journal': 'ISPRS Journal of Photogrammetry and Remote Sensing', 'source': 'crossref', 'title': 'Development of soil moisture indices from differences in water absorption between shortwave-infrared bands', 'type': 'article', 'volume': '154', 'year': 2019}}",https://github.com/CvenGeo,2022-10-03
NSTv1,NIR-SWIR-Temperature Version 1,"{'application_domain': 'burn', 'family': None, 'sensing_modalities': ['multispectral', 'thermal']}",((N-S2)/(N+S2))*T,"['N', 'S2', 'T']",[],{},{},{},"{'source_companions': ['NSTv2'], 'source_link': 'https://doi.org/10.1016/j.rse.2011.06.010', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['S. Veraverbeke', 'S. Harris', 'S. Hook'], 'citations_metrics': {'citation_count': 86, 'date': '2026-08-18', 'overall': {'percentile': 26.2, 'percentile_similar_age': 30.77, 'rank': 234, 'rank_similar_age': 19}, 'similar_age_count': 26, 'within_application_domain': {'percentile': 29.41, 'percentile_similar_age': 100.0, 'rank': 13, 'rank_similar_age': 1}}, 'how_to_cite': {'apa': 'S. Veraverbeke, S. Harris, & S. Hook (2011). Evaluating spectral indices for burned area discrimination using MODIS/ASTER (MASTER) airborne simulator data. Remote Sensing of Environment, 115(10). https://doi.org/10.1016/j.rse.2011.06.010', 'bibtex': 'ASI_NSTv1'}, 'issue': '10', 'journal': 'Remote Sensing of Environment', 'source': 'crossref', 'title': 'Evaluating spectral indices for burned area discrimination using MODIS/ASTER (MASTER) airborne simulator data', 'type': 'article', 'volume': '115', 'year': 2011}}",https://github.com/davemlz,2022-10-06
NSTv2,NIR-SWIR-Temperature Version 2,"{'application_domain': 'burn', 'family': None, 'sensing_modalities': ['multispectral', 'thermal']}",(N-(S2+T))/(N+(S2+T)),"['N', 'S2', 'T']",[],{},{},{},"{'source_companions': ['NSTv1'], 'source_link': 'https://doi.org/10.1016/j.rse.2011.06.010', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['S. Veraverbeke', 'S. Harris', 'S. Hook'], 'citations_metrics': {'citation_count': 86, 'date': '2026-08-18', 'overall': {'percentile': 26.2, 'percentile_similar_age': 30.77, 'rank': 235, 'rank_similar_age': 20}, 'similar_age_count': 26, 'within_application_domain': {'percentile': 29.41, 'percentile_similar_age': 100.0, 'rank': 14, 'rank_similar_age': 2}}, 'how_to_cite': {'apa': 'S. Veraverbeke, S. Harris, & S. Hook (2011). Evaluating spectral indices for burned area discrimination using MODIS/ASTER (MASTER) airborne simulator data. Remote Sensing of Environment, 115(10). https://doi.org/10.1016/j.rse.2011.06.010', 'bibtex': 'ASI_NSTv1'}, 'issue': '10', 'journal': 'Remote Sensing of Environment', 'source': 'crossref', 'title': 'Evaluating spectral indices for burned area discrimination using MODIS/ASTER (MASTER) airborne simulator data', 'type': 'article', 'volume': '115', 'year': 2011}}",https://github.com/davemlz,2022-10-06
NWI,New Water Index,"{'application_domain': 'water', 'family': None, 'sensing_modalities': ['multispectral']}",(B - (N + S1 + S2))/(B + (N + S1 + S2)),"['B', 'N', 'S1', 'S2']",[],{},{},{},"{'source_companions': [], 'source_link': 'https://doi.org/10.11873/j.issn.1004-0323.2009.2.167', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {}}",https://github.com/davemlz,2022-01-17
NormG,Normalized Green,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",G/(N + G + R),"['G', 'N', 'R']",[],{},{},{},"{'source_companions': ['NormNIR', 'NormR', 'GRVI', 'GSAVI', 'GOSAVI', 'GreenDVI'], 'source_link': 'https://doi.org/10.2134/agronj2004.0314', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Ravi P. Sripada', 'Ronnie W. Heiniger', 'Jeffrey G. White', 'Randy Weisz'], 'citations_metrics': {'citation_count': 163, 'date': '2026-08-18', 'overall': {'percentile': 42.17, 'percentile_similar_age': 41.3, 'rank': 186, 'rank_similar_age': 32}, 'similar_age_count': 46, 'within_application_domain': {'percentile': 29.38, 'percentile_similar_age': 32.26, 'rank': 154, 'rank_similar_age': 26}}, 'how_to_cite': {'apa': 'Ravi P. Sripada, Ronnie W. Heiniger, Jeffrey G. White, & Randy Weisz (2005). Aerial Color Infrared Photography for Determining Late‐Season Nitrogen Requirements in Corn. Agronomy Journal, 97(5). https://doi.org/10.2134/agronj2004.0314', 'bibtex': 'ASI_GOSAVI'}, 'issue': '5', 'journal': 'Agronomy Journal', 'source': 'crossref', 'title': 'Aerial Color Infrared Photography for Determining Late‐Season Nitrogen Requirements in Corn', 'type': 'article', 'volume': '97', 'year': 2005}}",https://github.com/davemlz,2022-04-08
NormNIR,Normalized NIR,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",N/(N + G + R),"['N', 'G', 'R']",[],{},{},{},"{'source_companions': ['NormR', 'NormG', 'GRVI', 'GSAVI', 'GOSAVI', 'GreenDVI'], 'source_link': 'https://doi.org/10.2134/agronj2004.0314', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Ravi P. Sripada', 'Ronnie W. Heiniger', 'Jeffrey G. White', 'Randy Weisz'], 'citations_metrics': {'citation_count': 163, 'date': '2026-08-18', 'overall': {'percentile': 42.17, 'percentile_similar_age': 41.3, 'rank': 187, 'rank_similar_age': 33}, 'similar_age_count': 46, 'within_application_domain': {'percentile': 29.38, 'percentile_similar_age': 32.26, 'rank': 155, 'rank_similar_age': 27}}, 'how_to_cite': {'apa': 'Ravi P. Sripada, Ronnie W. Heiniger, Jeffrey G. White, & Randy Weisz (2005). Aerial Color Infrared Photography for Determining Late‐Season Nitrogen Requirements in Corn. Agronomy Journal, 97(5). https://doi.org/10.2134/agronj2004.0314', 'bibtex': 'ASI_GOSAVI'}, 'issue': '5', 'journal': 'Agronomy Journal', 'source': 'crossref', 'title': 'Aerial Color Infrared Photography for Determining Late‐Season Nitrogen Requirements in Corn', 'type': 'article', 'volume': '97', 'year': 2005}}",https://github.com/davemlz,2022-04-08
NormR,Normalized Red,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",R/(N + G + R),"['R', 'N', 'G']",[],{},{},{},"{'source_companions': ['NormNIR', 'NormG', 'GRVI', 'GSAVI', 'GOSAVI', 'GreenDVI'], 'source_link': 'https://doi.org/10.2134/agronj2004.0314', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['Ravi P. Sripada', 'Ronnie W. Heiniger', 'Jeffrey G. White', 'Randy Weisz'], 'citations_metrics': {'citation_count': 163, 'date': '2026-08-18', 'overall': {'percentile': 42.17, 'percentile_similar_age': 41.3, 'rank': 188, 'rank_similar_age': 34}, 'similar_age_count': 46, 'within_application_domain': {'percentile': 29.38, 'percentile_similar_age': 32.26, 'rank': 156, 'rank_similar_age': 28}}, 'how_to_cite': {'apa': 'Ravi P. Sripada, Ronnie W. Heiniger, Jeffrey G. White, & Randy Weisz (2005). Aerial Color Infrared Photography for Determining Late‐Season Nitrogen Requirements in Corn. Agronomy Journal, 97(5). https://doi.org/10.2134/agronj2004.0314', 'bibtex': 'ASI_GOSAVI'}, 'issue': '5', 'journal': 'Agronomy Journal', 'source': 'crossref', 'title': 'Aerial Color Infrared Photography for Determining Late‐Season Nitrogen Requirements in Corn', 'type': 'article', 'volume': '97', 'year': 2005}}",https://github.com/davemlz,2022-04-08
OCVI,Optimized Chlorophyll Vegetation Index,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['multispectral']}",(N / G) * (R / G) ** c,"['N', 'G', 'R']",[],"{'c': {'default_value': 1.0, 'description': 'Correction factor', 'suggested_range': [0.3, 1.74], 'suggested_values': {'Broad-band and erectophile leaf orientation (~ 70°)': [0.87, 1.74], 'Broad-band and intermediate leaf orientation (~ 50°)': [0.72, 1.4], 'Broad-band and planophile leaf orientation (~ 30°)': [0.64, 1.31], 'Broad-band reflectances': [0.64, 1.74], 'Equal OCVI to CVI': 1.0, 'Narrow-band reflectances': [0.3, 0.89]}}}",{},{},"{'source_companions': [], 'source_link': 'http://dx.doi.org/10.1007/s11119-008-9075-z', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['M. Vincini', 'E. Frazzi', 'P. D’Alessio'], 'citations_metrics': {'citation_count': 283, 'date': '2026-08-18', 'overall': {'percentile': 52.72, 'percentile_similar_age': 35.29, 'rank': 154, 'rank_similar_age': 23}, 'similar_age_count': 34, 'within_application_domain': {'percentile': 38.86, 'percentile_similar_age': 25.0, 'rank': 135, 'rank_similar_age': 13}}, 'how_to_cite': {'apa': 'M. Vincini, E. Frazzi, & P. D’Alessio (2008). A broad-band leaf chlorophyll vegetation index at the canopy scale. Precision Agriculture, 9(5). https://doi.org/10.1007/s11119-008-9075-z', 'bibtex': 'ASI_OCVI'}, 'issue': '5', 'journal': 'Precision Agriculture', 'source': 'crossref', 'title': 'A broad-band leaf chlorophyll vegetation index at the canopy scale', 'type': 'article', 'volume': '9', 'year': 2008}}",https://github.com/davemlz,2021-05-13
OPSNDa,Optimized Pigment Specific Normalized Difference for Chlorophyll a,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['hyperspectral']}",(R800-R680)/(R800+R680),"['R800', 'R680']",[],{},{},{},"{'source_companions': ['PSSRa', 'PSSRb', 'PSSRc', 'PSNDa', 'PSNDb', 'PSNDc', 'OPSSRa', 'OPSSRb', 'OPSSRc', 'OPSNDb', 'OPSNDc'], 'source_link': 'https://doi.org/10.1080/014311698215919', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['G. A. Blackburn'], 'citations_metrics': {'citation_count': 558, 'date': '2026-08-18', 'overall': {'percentile': 70.29, 'percentile_similar_age': 73.17, 'rank': 94, 'rank_similar_age': 12}, 'similar_age_count': 41, 'within_application_domain': {'percentile': 60.66, 'percentile_similar_age': 72.22, 'rank': 84, 'rank_similar_age': 11}}, 'how_to_cite': {'apa': 'G. A. Blackburn (1998). Spectral indices for estimating photosynthetic pigment concentrations: A test using senescent tree leaves. International Journal of Remote Sensing, 19(4). https://doi.org/10.1080/014311698215919', 'bibtex': 'ASI_OPSNDa'}, 'issue': '4', 'journal': 'International Journal of Remote Sensing', 'source': 'crossref', 'title': 'Spectral indices for estimating photosynthetic pigment concentrations: A test using senescent tree leaves', 'type': 'article', 'volume': '19', 'year': 1998}}",https://github.com/davemlz,2026-08-08
OPSNDb,Optimized Pigment Specific Normalized Difference for Chlorophyll b,"{'application_domain': 'vegetation', 'family': None, 'sensing_modalities': ['hyperspectral']}",(R800-R635)/(R800+R635),"['R800', 'R635']",[],{},{},{},"{'source_companions': ['PSSRa', 'PSSRb', 'PSSRc', 'PSNDa', 'PSNDb', 'PSNDc', 'OPSSRa', 'OPSSRb', 'OPSSRc', 'OPSNDa', 'OPSNDc'], 'source_link': 'https://doi.org/10.1080/014311698215919', 'source_link_semantic_scholar': None, 'source_link_status': 'operational', 'source_link_type': 'doi', 'source_metadata': {'authors': ['G. A. Blackburn'], 'citations_metrics': {'citation_count': 558, 'date': '2026-08-18', 'overall': {'percentile': 70.29, 'percentile_similar_age': 73.17, 'rank': 95, 'rank_similar_age': 13}, 'similar_age_count': 41, 'within_application_domain': {'percentile': 60.66, 'percentile_similar_age': 72.22, 'rank': 85, 'rank_similar_age': 12}}, 'how_to_cite': {'apa': 'G. A. Blackburn (1998). Spectral indices for estimating photosynthetic pigment concentrations: A test using senescent tree leaves. International Journal of Remote Sensing, 19(4). https://doi.org/10.1080/014311698215919', 'bibtex': 'ASI_OPSNDa'}, 'issue': '4', 'journal': 'International Journal of Remote Sensing', 'source': 'crossref', 'title': 'Spectral indices for estimating photosynthetic pigment concentrations: A test using senescent tree leaves', 'type': 'article', 'volume': '19', 'year': 1998}}",https://github.com/davemlz,2026-08-08
